time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.76,0.0,0,0.0,0,0,0,0
2.766,0.0,0,0.0,0,0,0,0
2.773,0.0,0,0.0,0,0,0,0
2.78,-2.98,0,0.0,0,-173,0,403
2.789,-15.64,0,0.0,0,-360,0,382
2.8,-34.45,0,0.0,0,-538,0,359
2.814,-65.03,0,0.0,0,-732,0,338
2.82,-164.35,0,0.0,0,-1119,0,309
2.829,-223.94,0,0.0,0,-1281,0,269
2.843,-269.64,0,0.0,0,-1385,0,255
2.853,-392.34000000000003,0,0.0,0,-1611,0,227
2.862,-525.9300000000001,0,0.0,0,-1807,0,206
2.871,-603.63,0,0.0,0,-1906,0,197
2.881,-696.0899999999999,0,0.0,0,-2010,0,182
2.892,-812.98,0,0.0,0,-2121,0,167
2.903,-949.21,0,0.0,0,-2233,0,149
2.914,-1094.76,0,0.0,0,-2342,0,139
2.921,-1302.53,0,0.0,0,-2476,0,124
2.935,-1416.44,0,0.0,0,-2532,0,118
2.946,-1551.09,0,0.0,0,-2607,0,109
2.957,-1828.65,0,0.0,0,-2728,0,90
2.963,-1936.23,0,0.0,0,-2765,0,91
2.973,-2095.66,0,0.0,0,-2815,0,84
2.981,-2216.25,0,0.0,0,-2861,0,77
2.988,-2385.0,0,0.0,0,-2911,0,71
3.001,-2509.27,0,0.0,0,-2940,0,67
3.016,-2761.87,0,0.0,0,-2999,0,60
3.02,-3003.75,0,0.0,0,-3049,0,58
3.024,-3144.9,0,0.0,0,-3081,0,51
3.036,-3210.46,0,0.0,0,-3096,0,52
3.045,-3353.2,0,0.0,0,-3120,0,49
3.056,-3523.88,0,0.0,0,-3135,0,47
3.066,-3750.99,0,0.0,0,-3188,0,45
3.077,-3888.1,0,0.0,0,-3199,0,43
3.082,-4099.21,0,0.0,0,-3237,0,42
3.095,-4308.22,0,0.0,0,-3268,0,38
3.102,-4419.84,0,0.0,0,-3275,0,36
3.116,-4660.31,0,0.0,0,-3296,0,36
3.129,-4922.57,0,0.0,0,-3329,0,30
3.137,-5091.85,0,0.0,0,-3355,0,28
3.143,-5359.92,0,0.0,0,-3377,0,29
3.154,-5521.81,0,0.0,0,-3379,0,27
3.16,-5644.86,0,0.0,0,-3391,0,23
3.17,-5873.37,0,0.0,0,-3411,0,23
3.176,-6000.46,0,0.0,0,-3421,0,20
3.189,-6180.82,0,0.0,0,-3436,0,19
3.196,-6410.21,0,0.0,0,-3441,0,19
3.2,-6595.31,0,0.0,0,-3451,0,19
3.204,-6707.1,0,0.0,0,-3467,0,16
3.208,-6790.6,0,0.0,0,-3467,0,18
3.212,-6878.32,0,0.0,0,-3472,0,15
3.219,-6961.28,0,0.0,0,-3464,0,18
