time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current,x_real,"x_est_0, x_est_1, x_est_2",u
3.207,0.0,0,0.0,0,0,0,0,,,
3.217,0.0,0,0.0,0,0,0.0,0,,,
3.233,0.0,0,0.0,0,0,0.0,0,,,
3.257,0.0,0,0.0,0,0,0.0,0,,,
3.271,0.0,0,0.0,0,0,0.0,0,,,
3.281,0.0,0,0.0,0,0,0.0,0,,,
3.295,0.0,0,0.0,0,0,0.0,0,,,
3.306,0.0,0,0.0,0,0,0.0,0,,,
3.322,0.0,0,0.0,0,0,0.0,0,,,
3.332,0.0,0,0.0,0,0,0.0,0,,,
3.343,0.0,0,0.0,0,0,0.0,0,,,
3.36,0.0,0,0.0,0,0,0.0,0,,,
3.373,0.0,0,0.0,0,0,0.0,0,,,
3.385,0.0,0,0.0,0,0,0.0,0,,,
3.397,0.0,0,0.0,0,0,0.0,0,,,
3.411,0.0,0,0.0,0,0,0.0,0,,,
3.421,0.0,0,0.0,0,0,0.0,0,,,
3.425,0.0,0,0.0,0,0,0.0,0,,,
3.437,0.0,0,0.0,0,0,0.0,0,,,
3.449,0.0,0,0.0,0,0,0.0,0,,,
3.46,0.0,0,0.0,0,0,0.0,0,,,
3.471,0.0,0,0.0,0,0,0.0,0,,,
3.486,0.0,0,0.0,0,0,0.0,0,,,
3.499,0.0,0,0.0,0,0,0.0,0,,,
3.507,0.0,0,0.0,0,0,0.0,0,,,
3.517,0.0,0,0.0,0,0,0.0,0,,,
3.525,0.0,0,0.0,0,0,0.0,0,,,
3.536,0.0,0,0.0,0,0,0.0,0,,,
3.546,0.0,0,0.0,0,0,0.0,0,,,
3.556,0.0,0,0.0,0,0,0.0,0,,,
3.56,0.0,0,0.0,0,0,0.0,0,,,
3.565,0.0,0,0.0,0,0,0.0,0,,,
3.569,0.0,0,0.0,0,0,0.0,0,,,
3.585,0.0,0,0.0,0,0,0.0,0,,,
3.597,0.0,0,0.0,0,0,0.0,0,,,
3.609,0.0,0,0.0,0,0,0.0,0,,,
3.619,0.0,0,0.0,0,0,0.0,0,,,
3.636,0.0,0,0.0,0,0,0.0,0,,,
3.646,0.0,0,0.0,0,0,0.0,0,,,
3.662,0.0,0,0.0,0,0,0.0,0,,,
3.669,0.0,0,0.0,0,0,0.0,0,,,
3.683,0.0,0,0.0,0,0,0.0,0,,,
3.692,0.0,0,0.0,0,0,0.0,0,,,
3.696,0.0,0,0.0,0,0,0.0,0,,,
3.7,0.0,0,0.0,0,0,0.0,0,,,
3.704,0.0,0,0.0,0,0,0.0,0,,,
3.714,0.0,0,0.0,0,0,0.0,0,,,
3.724,0.0,0,0.0,0,0,0.0,0,,,
3.739,0.0,0,0.0,0,0,0.0,0,,,
3.752,0.0,0,0.0,0,0,0.0,0,,,
3.765,0.0,0,0.0,0,0,0.0,0,,,
3.774,0.0,0,0.0,0,0,0.0,0,,,
3.786,0.0,0,0.0,0,0,0.0,0,,,
3.794,0.0,0,0.0,0,0,0.0,0,,,
3.805,0.0,0,0.0,0,0,0.0,0,,,
3.812,0.0,0,0.0,0,0,0.0,0,,,
3.822,0.0,0,0.0,0,0,0.0,0,,,
3.828,0.0,0,0.0,0,0,0.0,0,,,
3.837,0.0,0,0.0,0,0,0.0,0,,,
3.844,0.0,0,0.0,0,0,0.0,0,,,
3.86,0.0,0,0.0,0,0,0.0,0,,,
3.873,0.0,0,0.0,0,0,0.0,0,,,
3.883,0.0,0,0.0,0,0,0.0,0,,,
3.895,0.0,0,0.0,0,0,0.0,0,,,
3.91,0.0,0,0.0,0,0,0.0,0,,,
3.92,0.0,0,0.0,0,0,0.0,0,,,
3.936,0.0,0,0.0,0,0,0.0,0,,,
3.946,0.0,0,0.0,0,0,0.0,0,,,
3.954,0.0,0,0.0,0,0,0.0,0,,,
3.963,0.0,0,0.0,0,0,0.0,0,,,
3.977,0.0,0,0.0,0,0,0.0,0,,,
3.985,0.0,0,0.0,0,0,0.0,0,,,
4.004,0.0,0,0.0,0,0,0.0,0,,,
4.016,0.0,0,0.0,0,0,0.0,0,,,
4.028,0.0,0,0.0,0,0,0.0,0,,,
4.035,0.0,0,0.0,0,0,0.0,0,,,
4.044,0.0,0,0.0,0,0,0.0,0,,,
4.064,0.0,0,0.0,0,0,0.0,0,,,
4.077,0.0,0,0.0,0,0,0.0,0,,,
4.091,0.0,0,0.0,0,0,0.0,0,,,
4.105,0.0,0,0.0,0,0,0.0,0,,,
4.117,0.0,0,0.0,0,0,0.0,0,,,
4.126,0.0,0,0.0,0,0,0.0,0,,,
4.143,0.0,0,0.0,0,0,0.0,0,,,
4.156,0.0,0,0.0,0,0,0.0,0,,,
4.172,0.0,0,0.0,0,0,0.0,0,,,
4.179,0.0,0,0.0,0,0,0.0,0,,,
4.195,0.0,0,0.0,0,0,0.0,0,,,
4.207,0.0,0,0.0,0,0,0.0,0,,,
4.214,0.0,0,0.0,0,0,0.0,0,,,
4.227,0.0,0,0.0,0,0,0.0,0,,,
4.241,0.0,0,0.0,0,0,0.0,0,,,
4.255,0.0,0,0.0,0,0,0.0,0,,,
4.262,0.0,0,0.0,0,0,0.0,0,,,
4.275,0.0,0,0.0,0,0,0.0,0,,,
4.283,0.0,0,0.0,0,0,0.0,0,,,
4.299,0.0,0,0.0,0,0,0.0,0,,,
4.311,0.0,0,0.0,0,0,0.0,0,,,
4.324,0.0,0,0.0,0,0,0.0,0,,,
4.331,0.0,0,0.0,0,0,0.0,0,,,
4.343,0.0,0,0.0,0,0,0.0,0,,,
4.354,0.0,0,0.0,0,0,0.0,0,,,
4.367,0.0,0,0.0,0,0,0.0,0,,,
4.376,0.0,0,0.0,0,0,0.0,0,,,
4.394,0.0,0,0.0,0,0,0.0,0,,,
4.406,0.0,0,0.0,0,0,0.0,0,,,
4.422,0.0,0,0.0,0,0,0.0,0,,,
4.435,0.0,0,0.0,0,0,0.0,0,,,
4.445,0.0,0,0.0,0,0,0.0,0,,,
4.449,0.0,0,0.0,0,0,0.0,0,,,
4.466,0.0,0,0.0,0,0,0.0,0,,,
4.478,0.0,0,0.0,0,0,0.0,0,,,
4.49,0.0,0,0.0,0,0,0.0,0,,,
4.502,0.0,0,0.0,0,0,0.0,0,,,
4.521,0.0,0,0.0,0,0,0.0,0,,,
4.535,0.0,0,0.0,0,0,0.0,0,,,
4.548,0.0,0,0.0,0,0,0.0,0,,,
4.557,0.0,0,0.0,0,0,0.0,0,,,
4.571,0.0,0,0.0,0,0,0.0,0,,,
4.583,0.0,0,0.0,0,0,0.0,0,,,
4.589,0.0,0,0.0,0,0,0.0,0,,,
4.593,0.0,0,0.0,0,0,0.0,0,,,
4.598,0.0,0,0.0,0,0,0.0,0,,,
4.613,0.0,0,0.0,0,0,0.0,0,,,
4.624,0.0,0,0.0,0,0,0.0,0,,,
4.633,0.0,0,0.0,0,0,0.0,0,,,
4.645,0.0,0,0.0,0,0,0.0,0,,,
4.659,0.0,0,0.0,0,0,0.0,0,,,
4.675,0.0,0,0.0,0,0,0.0,0,,,
4.688,0.0,0,0.0,0,0,0.0,0,,,
4.7,0.0,0,0.0,0,0,0.0,0,,,
4.711,0.0,0,0.0,0,0,0.0,0,,,
4.722,0.0,0,0.0,0,0,0.0,0,,,
4.732,0.0,0,0.0,0,0,0.0,0,,,
4.736,0.0,0,0.0,0,0,0.0,0,,,
4.74,0.0,0,0.0,0,0,0.0,0,,,
4.75,0.0,0,0.0,0,0,0.0,0,,,
4.76,0.0,0,0.0,0,0,0.0,0,,,
4.772,0.0,0,0.0,0,0,0.0,0,,,
4.784,0.0,0,0.0,0,0,0.0,0,,,
4.796,0.0,0,0.0,0,0,0.0,0,,,
4.807,0.0,0,0.0,0,0,0.0,0,,,
4.82,0.0,0,0.0,0,0,0.0,0,,,
4.828,0.0,0,0.0,0,0,0.0,0,,,
4.84,0.0,0,0.0,0,0,0.0,0,,,
4.852,0.0,0,0.0,0,0,0.0,0,,,
4.864,0.0,0,0.0,0,0,0.0,0,,,
4.875,0.0,0,0.0,0,0,0.0,0,,,
4.886,0.0,0,0.0,0,0,0.0,0,,,
4.896,0.0,0,0.0,0,0,0.0,0,,,
4.908,0.0,0,0.0,0,0,0.0,0,,,
4.92,0.0,0,0.0,0,0,0.0,0,,,
4.937,0.0,0,0.0,0,0,0.0,0,,,
4.948,0.0,0,0.0,0,0,0.0,0,,,
4.967,0.0,0,0.0,0,0,0.0,0,,,
4.98,0.0,0,0.0,0,0,0.0,0,,,
4.99,0.0,0,0.0,0,0,0.0,0,,,
5.004,0.0,0,0.0,0,0,0.0,0,,,
5.01,0.0,0,0.0,0,0,0.0,0,,,
5.015,0.0,0,0.0,0,0,0.0,0,,,
5.019,0.0,0,0.0,0,0,0.0,0,,,
5.023,0.0,0,0.0,0,0,0.0,0,,,
5.027,0.0,0,0.0,0,0,0.0,0,,,
5.038,0.0,0,0.0,0,0,0.0,0,,,
5.045,0.0,0,0.0,0,0,0.0,0,,,
5.057,0.0,0,0.0,0,0,0.0,0,,,
5.068,0.0,0,0.0,0,0,0.0,0,,,
5.084,0.0,0,0.0,0,0,0.0,0,,,
5.093,0.0,0,0.0,0,0,0.0,0,,,
5.107,0.0,0,0.0,0,0,0.0,0,,,
5.119,0.0,0,0.0,0,0,0.0,0,,,
5.127,0.0,0,0.0,0,0,0.0,0,,,
5.136,0.0,0,0.0,0,0,0.0,0,,,
5.152,0.0,0,0.0,0,0,0.0,0,,,
5.167,0.0,0,0.0,0,0,0.0,0,,,
5.18,0.0,0,0.0,0,0,0.0,0,,,
5.192,0.0,0,0.0,0,0,0.0,0,,,
5.205,0.0,0,0.0,0,0,0.0,0,,,
5.211,0.0,0,0.0,0,0,0.0,0,,,
5.226,0.0,0,0.0,0,0,0.0,0,,,
5.233,0.0,0,0.0,0,0,0.0,0,,,
5.241,0.0,0,0.0,0,0,0.0,0,,,
5.245,0.0,0,0.0,0,0,0.0,0,,,
5.249,0.0,0,0.0,0,0,0.0,0,,,
5.26,0.0,0,0.0,0,0,0.0,0,,,
5.271,0.0,0,0.0,0,0,0.0,0,,,
5.279,0.0,0,0.0,0,0,0.0,0,,,
5.294,0.0,0,0.0,0,0,0.0,0,,,
5.31,0.0,0,0.0,0,0,0.0,0,,,
5.324,0.0,0,0.0,0,0,0.0,0,,,
5.334,0.0,0,0.0,0,0,0.0,0,,,
5.346,0.0,0,0.0,0,0,0.0,0,,,
5.362,0.0,0,0.0,0,0,0.0,0,,,
5.371,0.0,0,0.0,0,0,0.0,0,,,
