time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.344,0.0,1000,0.0,0,0,0,0
2.352,0.0,1000,0.0,0,0,-24,0
2.366,0.0,1000,0.0,0,0,-24,0
2.377,-11.07,1000,0.0,0,-314,-24,393
2.395,-62.05,1000,0.0,0,-690,-24,345
2.41,-156.09,1000,0.0,0,-1098,24,296
2.431,-264.72,1000,0.0,0,-1373,24,262
2.445,-341.19,1000,0.0,0,357,24,389
2.465,-272.81,1000,0.0,0,1177,24,284
2.484,-104.06,1000,0.0,0,2064,24,210
2.5,59.94,1000,0.0,0,1907,24,196
2.519,289.16,1000,0.0,0,2223,-24,163
2.539,449.64,1000,0.0,0,2551,-24,112
2.563,486.73,1000,0.0,0,-1362,-24,270
2.578,244.16,1000,0.0,0,-1777,-24,205
2.591,44.12,1000,0.0,0,-2277,-24,153
2.611,-145.72,1000,0.0,0,-2634,-24,104
2.628,-527.51,1000,0.0,0,-2999,24,63
2.644,-802.96,1000,0.0,0,-3154,24,44
2.661,-946.4,1000,0.0,0,289,24,401
2.684,-912.12,1000,0.0,0,574,24,360
2.692,-659.88,1000,0.0,0,1270,24,224
2.709,-584.47,1000,0.0,0,2160,24,178
2.721,-416.95,1000,0.0,0,1859,24,188
2.739,-243.8,1000,0.0,0,2640,24,110
2.755,-4.57,1000,0.0,0,2897,24,74
2.77,380.56,1000,0.0,0,3047,-24,58
2.788,605.56,1000,0.0,0,2484,-24,98
2.803,729.66,1000,0.0,0,414,-24,481
2.831,757.44,1000,0.0,0,100,-24,441
2.853,726.85,1000,0.0,0,-523,-24,367
2.868,601.52,1000,0.0,0,-1104,-24,293
2.88,458.26,1000,0.0,0,-1463,-24,251
2.898,338.73,1000,0.0,0,-1672,-24,224
2.915,171.91,1000,0.0,0,-1900,-24,197
2.931,-30.05,1000,0.0,0,-2107,-24,170
2.948,-274.04,1000,0.0,0,-2318,24,144
2.966,-445.42,1000,0.0,0,-2436,24,129
2.975,-612.77,1000,0.0,0,98,24,408
2.987,-597.65,1000,0.0,0,536,24,373
3.004,-558.63,1000,0.0,0,837,24,338
3.015,-430.48,1000,0.0,0,1313,24,275
3.036,-338.73,1000,0.0,0,1353,24,270
3.052,-172.44,1000,0.0,0,1608,24,248
3.067,-25.83,1000,0.0,0,2018,24,187
3.081,146.42,1000,0.0,0,2361,24,129
3.093,386.01,1000,0.0,0,2840,-24,83
3.105,649.86,1000,0.0,0,2722,-24,92
3.114,732.65,1000,0.0,0,292,-24,451
3.126,707.3399999999999,1000,0.0,0,-376,-24,379
3.137,694.6800000000001,1000,0.0,0,-342,-24,399
3.149,650.56,1000,0.0,0,-699,-24,345
3.162,591.85,1000,0.0,0,-953,-24,313
3.181,514.86,1000,0.0,0,-1207,-24,281
3.202,336.44,1000,0.0,0,-1591,-24,234
3.218,179.12,1000,0.0,0,-1820,-24,207
3.233,-41.66,1000,0.0,0,-2075,-24,169
3.248,-280.89,1000,0.0,0,-2274,24,143
3.257,-507.48,1000,0.0,0,-2441,24,129
3.273,-586.75,1000,0.0,0,-1578,24,623
3.286,-681.15,1000,0.0,0,-168,24,449
3.305,-676.05,1000,0.0,0,661,24,344
3.327,-558.45,1000,0.0,0,1674,24,233
3.346,-255.23,1000,0.0,0,2589,24,122
3.36,14.76,1000,0.0,0,2633,24,100
3.377,279.84,1000,0.0,0,2469,-24,118
3.399,520.66,1000,0.0,0,2018,-24,176
3.413,560.91,1000,0.0,0,-503,-24,373
3.428,447.36,1000,0.0,0,-1214,-24,286
3.453,363.86,1000,0.0,0,-1383,-24,261
3.467,185.09,1000,0.0,0,-1703,-24,221
3.479,-63.8,1000,0.0,0,-2013,-24,180
3.492,-215.68,1000,0.0,0,-2162,24,163
3.512,-384.78,1000,0.0,0,-2291,24,147
3.526,-529.62,1000,0.0,0,-1435,24,602
3.537,-570.9300000000001,1000,0.0,0,654,24,348
3.549,-525.9300000000001,1000,0.0,0,439,24,365
3.57,-473.9,1000,0.0,0,1190,24,286
3.591,-304.8,1000,0.0,0,2043,24,178
3.601,-40.42,1000,0.0,0,2084,24,159
3.61,153.45,1000,0.0,0,1714,24,211
3.62,269.12,1000,0.0,0,2337,-24,146
3.633,370.54,1000,0.0,0,2410,-24,117
3.65,461.6,1000,0.0,0,-574,-24,397
3.665,386.89,1000,0.0,0,-1580,-24,241
3.685,205.31,1000,0.0,0,-2161,-24,160
3.7,-76.46,1000,0.0,0,-2667,-24,106
3.711,-306.56,1000,0.0,0,-2842,24,81
3.726,-520.66,1000,0.0,0,-2995,24,68
3.738,-646.87,1000,0.0,0,-309,24,448
3.753,-632.63,1000,0.0,0,229,24,399
3.76,-532.79,1000,0.0,0,1683,24,224
3.776,-438.57,1000,0.0,0,2111,24,166
3.793,-368.43,1000,0.0,0,2231,24,153
3.806,-32.87,1000,0.0,0,2649,24,105
3.826,202.32,1000,0.0,0,2847,24,79
3.839,555.99,1000,0.0,0,2997,-24,64
3.852,819.84,1000,0.0,0,3087,-24,51
3.869,956.42,1000,0.0,0,694,-24,519
3.887,932.87,1000,0.0,0,-964,-24,310
3.895,719.8199999999999,1000,0.0,0,-2188,-24,161
3.904,610.66,1000,0.0,0,-2369,-24,133
3.916,501.15,1000,0.0,0,-2452,-24,135
3.931,342.59,1000,0.0,0,-2604,-24,115
3.943,77.16,1000,0.0,0,-2907,-24,68
3.957,-146.42,1000,0.0,0,-3094,-24,50
3.983,-369.49,1000,0.0,0,-3193,24,45
3.999,-807.1800000000001,1000,0.0,0,-3152,24,44
4.013,-954.31,1000,0.0,0,59,24,414
4.037,-862.91,1000,0.0,0,1615,24,230
4.057,-604.33,1000,0.0,0,2481,24,119
4.078,-286.17,1000,0.0,0,2822,24,81
4.092,72.24,1000,0.0,0,3087,24,52
4.105,365.27,1000,0.0,0,2882,-24,74
4.12,670.78,1000,0.0,0,2922,-24,57
4.139,791.71,1000,0.0,0,548,-24,499
4.159,714.55,1000,0.0,0,-1500,-24,245
4.183,480.58,1000,0.0,0,-2312,-24,140
4.197,157.32,1000,0.0,0,-2830,-24,82
4.214,-151.69,1000,0.0,0,-3033,-24,77
4.226,-410.27,1000,0.0,0,-2872,24,73
4.256,-644.94,1000,0.0,0,-2964,24,63
4.273,-745.31,1000,0.0,0,733,24,335
4.29,-563.55,1000,0.0,0,1949,24,190
4.303,-350.85,1000,0.0,0,2531,24,119
4.323,-39.55,1000,0.0,0,2976,24,64
4.335,261.91,1000,0.0,0,3071,24,52
4.352,501.85,1000,0.0,0,3069,-24,51
4.371,779.94,1000,0.0,0,3154,-24,43
4.38,917.22,1000,0.0,0,-555,-24,361
4.388,868.1800000000001,1000,0.0,0,-1288,-24,272
4.4,791.19,1000,0.0,0,-1838,-24,202
4.416,674.47,1000,0.0,0,-2240,-24,149
4.426,411.5,1000,0.0,0,-2630,-24,106
4.446,215.5,1000,0.0,0,-2870,-24,74
4.464,-33.22,1000,0.0,0,-2970,-24,66
4.479,-377.4,1000,0.0,0,-3215,24,43
4.497,-722.46,1000,0.0,0,-3180,24,45
4.516,-862.38,1000,0.0,0,-582,24,506
4.523,-774.66,1000,0.0,0,1556,24,248
4.531,-717.53,1000,0.0,0,1332,24,284
4.54,-664.62,1000,0.0,0,1625,24,206
4.551,-588.16,1000,0.0,0,1910,24,203
4.57,-457.03,1000,0.0,0,2160,24,165
4.587,-209.17,1000,0.0,0,2618,24,95
4.613,111.26,1000,0.0,0,2966,24,61
4.626,521.19,1000,0.0,0,3102,-24,45
4.64,865.37,1000,0.0,0,3016,-24,41
4.654,1006.3399999999999,1000,0.0,0,1005,-24,551
4.67,995.0899999999999,1000,0.0,0,-1040,-24,304
4.685,833.02,1000,0.0,0,-2033,-24,175
4.698,742.32,1000,0.0,0,-2263,-24,152
4.714,475.48,1000,0.0,0,-2621,-24,104
4.725,220.42,1000,0.0,0,-2933,-24,67
4.742,21.62,1000,0.0,0,-3125,-24,60
4.757,-334.33,1000,0.0,0,-3190,-24,41
4.771,-537.53,1000,0.0,0,-3329,24,33
4.783,-847.96,1000,0.0,0,-3331,24,26
4.799,-1009.86,1000,0.0,0,-384,24,472
4.819,-996.5,1000,0.0,0,770,24,338
4.833,-769.39,1000,0.0,0,2248,24,149
4.851,-567.24,1000,0.0,0,2698,24,103
4.873,-241.34,1000,0.0,0,3028,24,57
4.896,61.69,1000,0.0,0,3228,24,40
4.904,674.47,1000,0.0,0,3426,-24,16
4.916,827.05,1000,0.0,0,3446,-24,14
4.929,996.15,1000,0.0,0,703,-24,523
4.943,985.4200000000001,1000,0.0,0,-849,-24,327
4.957,911.6,1000,0.0,0,-1628,-24,231
4.979,773.43,1000,0.0,0,-2268,-24,149
4.991,371.95,1000,0.0,0,-3085,-24,64
5.005,111.79,1000,0.0,0,-3186,-24,41
5.014,-120.41,1000,0.0,0,-3369,-24,31
5.025,-403.06,1000,0.0,0,-3456,24,19
5.043,-513.28,1000,0.0,0,-3477,24,19
5.055,-688.1800000000001,1000,0.0,0,387,24,378
5.065,-661.81,1000,0.0,0,1020,24,303
5.084,-518.2,1000,0.0,0,2061,24,173
5.093,-325.19,1000,0.0,0,2609,24,108
5.108,-65.91,1000,0.0,0,2979,24,61
5.138,152.4,1000,0.0,0,3160,24,44
5.15,683.61,1000,0.0,0,3401,-24,20
5.167,1002.12,1000,0.0,0,3474,-24,12
5.182,1173.16,1000,0.0,0,739,-24,526
5.202,1119.37,1000,0.0,0,-1400,-24,258
5.214,896.83,1000,0.0,0,-2426,-24,133
5.225,694.1600000000001,1000,0.0,0,-2820,-24,83
5.246,497.81,1000,0.0,0,-3045,-24,55
5.266,96.85,1000,0.0,0,-3301,-24,32
5.278,-287.75,1000,0.0,0,-3431,-24,18
5.292,-560.03,1000,0.0,0,-3472,24,13
5.305,-832.85,1000,0.0,0,-3516,24,8
