time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.581,0.0,0,0.0,0,0,0,0
2.595,0.0,0,0.0,0,0,18,0
2.605,0.0,0,0.0,0,0,18,0
2.615,11.25,0,0.0,0,258,18,439
2.628,35.33,0,0.0,0,532,18,367
2.638,72.42,0,0.0,0,775,18,336
2.649,175.78,0,0.0,0,1166,18,287
2.662,227.63,0,0.0,0,1311,18,269
2.674,328.0,0,0.0,0,1518,18,245
2.683,480.93,0,0.0,0,1766,18,215
2.695,572.16,0,0.0,0,1895,18,198
2.705,684.31,0,0.0,0,2016,18,183
2.714,834.08,0,0.0,0,2163,18,164
2.728,978.9200000000001,0,0.0,0,2279,18,148
2.738,1114.1,0,0.0,0,2375,18,135
2.748,1290.05,0,0.0,0,2492,18,125
2.754,1449.49,0,0.0,0,2572,18,111
2.767,1588.53,0,0.0,0,2637,18,106
2.773,1740.93,0,0.0,0,2700,18,97
2.777,1897.38,0,0.0,0,2767,18,89
2.781,1984.92,0,0.0,0,2800,18,83
2.785,2068.59,0,0.0,0,2822,18,82
2.789,2124.14,0,0.0,0,2842,18,80
2.794,2193.04,0,0.0,0,2865,18,74
2.797,2267.92,0,0.0,0,2882,18,77
2.802,2340.17,0,0.0,0,2909,18,69
2.806,2406.79,0,0.0,0,2927,18,66
2.81,2484.14,0,0.0,0,2944,18,67
2.814,2551.81,0,0.0,0,2959,18,62
2.827,2625.82,0,0.0,0,2981,18,63
2.836,2698.24,0,0.0,0,2997,18,59
2.849,3000.76,0,0.0,0,3059,18,54
2.855,3125.74,0,0.0,0,3083,18,47
2.859,3352.5,0,0.0,0,3116,18,47
2.863,3454.1,0,0.0,0,3141,18,44
2.867,3528.98,0,0.0,0,3154,18,46
2.871,3606.32,0,0.0,0,3160,18,43
2.876,3685.25,0,0.0,0,3171,18,43
2.879,3761.01,0,0.0,0,3186,18,42
2.884,3840.11,0,0.0,0,3199,18,40
2.888,3918.51,0,0.0,0,3204,18,41
2.892,3998.84,0,0.0,0,3210,18,38
2.896,4076.89,0,0.0,0,3228,18,40
2.906,4156.17,0,0.0,0,3243,18,37
2.914,4236.32,0,0.0,0,3246,18,38
2.924,4442.87,0,0.0,0,3277,18,36
2.93,4615.13,0,0.0,0,3298,18,34
2.937,4796.36,0,0.0,0,3310,18,32
2.941,4908.51,0,0.0,0,3319,18,27
2.945,5048.08,0,0.0,0,3336,18,27
2.949,5130.35,0,0.0,0,3345,18,28
2.953,5209.98,0,0.0,0,3350,18,25
2.957,5292.77,0,0.0,0,3362,18,23
2.962,5378.55,0,0.0,0,3362,18,24
2.965,5458.88,0,0.0,0,3374,18,22
2.972,5542.38,0,0.0,0,3374,18,25
2.982,5624.29,0,0.0,0,3394,18,20
2.99,5839.98,0,0.0,0,3394,18,19
2.994,6023.49,0,0.0,0,3404,18,19
2.998,6131.95,0,0.0,0,3416,18,18
3.002,6214.21,0,0.0,0,3421,18,19
3.006,6298.76,0,0.0,0,3431,18,16
3.01,6381.03,0,0.0,0,3431,18,16
3.014,6464.17,0,0.0,0,3434,18,16
3.018,6545.74,0,0.0,0,3429,18,14
3.023,6629.76,0,0.0,0,3444,18,16
3.027,6715.01,0,0.0,0,3454,18,13
3.036,6798.86,0,0.0,0,3451,18,17
3.045,6883.24,0,0.0,0,3451,18,13
3.052,7100.85,0,0.0,0,3464,18,12
3.06,7294.21,0,0.0,0,3472,18,13
3.064,7449.43,0,0.0,0,3477,18,9
3.068,7581.26,0,0.0,0,3477,18,11
3.072,7651.93,0,0.0,0,3479,18,13
3.076,7742.28,0,0.0,0,3482,18,10
3.08,7824.37,0,0.0,0,3495,18,9
3.084,7904.88,0,0.0,0,3485,18,9
3.088,7996.99,0,0.0,0,3490,18,9
3.092,8077.32,0,0.0,0,3495,18,9
3.096,8162.4,0,0.0,0,3495,18,6
3.103,8250.11,0,0.0,0,3498,18,11
3.112,8334.14,0,0.0,0,3495,18,7
3.121,8490.05,0,0.0,0,3508,18,8
3.125,8722.79,0,0.0,0,3505,18,8
3.133,8865.52,0,0.0,0,3505,18,6
3.144,8938.47,0,0.0,0,3500,18,9
3.15,9142.55,0,0.0,0,3508,18,9
3.157,9357.36,0,0.0,0,3513,18,6
3.162,9465.46,0,0.0,0,3519,18,9
3.175,9643.71,0,0.0,0,3513,18,8
3.184,9824.23,0,0.0,0,3524,18,8
3.197,10064.7,0,0.0,0,3524,18,4
3.206,10329.25,0,0.0,0,3535,18,3
3.221,10516.46,0,0.0,0,3529,18,4
3.232,10766.25,0,0.0,0,3532,18,7
3.243,11049.6,0,0.0,0,3537,18,2
3.255,11258.78,0,0.0,0,3540,18,5
3.268,11474.82,0,0.0,0,3540,18,7
3.274,11772.94,0,0.0,0,3540,18,3
3.281,11984.41,0,0.0,0,3540,18,6
3.289,12094.62,0,0.0,0,3545,18,2
3.293,12261.26,0,0.0,0,3543,18,2
3.298,12402.24,0,0.0,0,3543,18,3
3.302,12496.11,0,0.0,0,3543,18,3
3.306,12581.54,0,0.0,0,3545,18,3
3.31,12670.48,0,0.0,0,3545,18,2
3.313,12756.26,0,0.0,0,3548,18,4
