time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.42,0.0,250,0.0,0,0,0,0
2.437,0.0,250,0.0,0,0,3.75,0
2.451,0.0,250,0.0,0,0,3.75,0
2.469,4.21,250,0.0,0,80,3.75,93
2.496,15.82,250,0.0,0,170,2.80685,73
2.521,56.6,250,0.0,0,302,1.6427000000000003,57
2.542,95.8,250,0.0,0,341,-0.4209999999999998,25
2.561,152.05,250,0.0,0,343,-1.4380000000000002,1
2.58,183.86,250,0.0,0,285,-2.30375,44
2.61,214.62,250,0.0,0,190,-2.1429,57
2.63,233.08,250,0.0,0,70,-1.5593,62
2.65,235.89,250,0.0,0,-14,-0.5162000000000001,49
2.683,230.97,250,0.0,0,-58,0.3656500000000002,29
2.699,220.07,250,0.0,0,-69,0.92345,4
2.715,211.64,250,0.0,0,-44,1.20795,12
2.735,209.35,250,0.0,0,-21,1.0594000000000001,22
2.751,210.23,250,0.0,0,6,0.84075,25
2.769,214.45,250,0.0,0,47,0.5305500000000001,18
2.787,218.32,250,0.0,0,59,0.016250000000000098,11
2.799,226.93,250,0.0,0,65,-0.17379999999999984,4
2.823,231.15,250,0.0,0,60,-0.3689500000000001,7
2.845,238.71,250,0.0,0,43,-0.37725000000000003,6
2.862,242.57,250,0.0,0,23,-0.3036500000000001,10
2.878,243.98,250,0.0,0,11,-0.1415499999999999,10
2.902,244.16,250,0.0,0,8,-0.030699999999999852,7
2.924,243.98,250,0.0,0,-3,-0.00039999999999994207,0
2.938,243.98,250,0.0,0,-2,0.12330000000000015,0
2.965,243.98,250,0.0,0,-1,0.11230000000000015,0
2.978,243.98,250,0.0,0,-1,0.10130000000000014,0
2.991,243.98,250,0.0,0,-1,0.10130000000000014,0
3.008,243.98,250,0.0,0,0,0.10130000000000014,0
3.033,243.98,250,0.0,0,0,0.09030000000000014,0
3.043,243.98,250,0.0,0,0,0.09030000000000014,0
3.056,243.98,250,0.0,0,0,0.09030000000000014,0
3.073,243.98,250,0.0,0,0,0.09030000000000014,0
3.091,243.98,250,0.0,0,0,0.09030000000000014,0
3.118,243.98,250,0.0,0,0,0.09030000000000014,0
3.134,243.98,250,0.0,0,0,0.09030000000000014,0
3.153,243.98,250,0.0,0,0,0.09030000000000014,0
3.166,243.98,250,0.0,0,0,0.09030000000000014,0
3.18,243.98,250,0.0,0,0,0.09030000000000014,0
3.196,243.98,250,0.0,0,0,0.09030000000000014,0
3.225,243.98,250,0.0,0,0,0.09030000000000014,0
3.248,243.98,250,0.0,0,0,0.09030000000000014,0
3.263,243.98,250,0.0,0,0,0.09030000000000014,0
3.29,243.98,250,0.0,0,0,0.09030000000000014,0
3.312,243.98,250,0.0,0,0,0.09030000000000014,0
3.328,243.98,250,0.0,0,0,0.09030000000000014,0
3.349,243.98,250,0.0,0,0,0.09030000000000014,0
3.357,243.98,250,0.0,0,0,0.09030000000000014,0
3.378,243.98,250,0.0,0,0,0.09030000000000014,0
3.4,243.98,250,0.0,0,0,0.09030000000000014,0
3.416,243.98,250,0.0,0,0,0.09030000000000014,0
3.444,243.98,250,0.0,0,0,0.09030000000000014,0
3.461,243.98,250,0.0,0,0,0.09030000000000014,0
3.473,243.98,250,0.0,0,0,0.09030000000000014,0
3.496,243.98,250,0.0,0,0,0.09030000000000014,0
3.504,243.98,250,0.0,0,0,0.09030000000000014,0
3.522,243.98,250,0.0,0,0,0.09030000000000014,0
3.537,243.98,250,0.0,0,0,0.09030000000000014,0
3.55,243.98,250,0.0,0,0,0.09030000000000014,0
3.582,243.98,250,0.0,0,0,0.09030000000000014,0
3.603,243.98,250,0.0,0,0,0.09030000000000014,0
3.621,243.98,250,0.0,0,0,0.09030000000000014,0
3.64,243.98,250,0.0,0,0,0.09030000000000014,0
3.656,243.98,250,0.0,0,0,0.09030000000000014,0
3.672,243.98,250,0.0,0,0,0.09030000000000014,0
3.695,243.98,250,0.0,0,0,0.09030000000000014,0
3.72,243.98,250,0.0,0,0,0.09030000000000014,0
3.736,243.98,250,0.0,0,0,0.09030000000000014,0
3.748,243.98,250,0.0,0,0,0.09030000000000014,0
3.769,243.98,250,0.0,0,0,0.09030000000000014,0
3.779,243.98,250,0.0,0,0,0.09030000000000014,0
3.787,243.98,250,0.0,0,0,0.09030000000000014,0
3.809,243.98,250,0.0,0,0,0.09030000000000014,0
3.825,243.98,250,0.0,0,0,0.09030000000000014,0
3.847,243.98,250,0.0,0,0,0.09030000000000014,0
3.867,243.98,250,0.0,0,0,0.09030000000000014,0
3.886,243.98,250,0.0,0,0,0.09030000000000014,0
3.907,243.98,250,0.0,0,0,0.09030000000000014,0
3.927,243.98,250,0.0,0,0,0.09030000000000014,0
3.94,243.98,250,0.0,0,0,0.09030000000000014,0
3.963,243.98,250,0.0,0,0,0.09030000000000014,0
3.978,243.98,250,0.0,0,0,0.09030000000000014,0
4.004,243.98,250,0.0,0,0,0.09030000000000014,0
4.019,243.98,250,0.0,0,0,0.09030000000000014,0
4.036,243.98,250,0.0,0,0,0.09030000000000014,0
4.061,243.98,250,0.0,0,0,0.09030000000000014,0
4.07,243.98,250,0.0,0,0,0.09030000000000014,0
4.083,243.98,250,0.0,0,0,0.09030000000000014,0
4.105,243.98,250,0.0,0,0,0.09030000000000014,0
4.12,243.98,250,0.0,0,0,0.09030000000000014,0
4.149,243.98,250,0.0,0,0,0.09030000000000014,0
4.172,243.98,250,0.0,0,0,0.09030000000000014,0
4.189,243.98,250,0.0,0,0,0.09030000000000014,0
4.209,243.98,250,0.0,0,0,0.09030000000000014,0
4.224,243.98,250,0.0,0,0,0.09030000000000014,0
4.239,243.98,250,0.0,0,0,0.09030000000000014,0
4.255,243.98,250,0.0,0,0,0.09030000000000014,0
4.276,243.98,250,0.0,0,0,0.09030000000000014,0
4.292,243.98,250,0.0,0,0,0.09030000000000014,0
4.305,243.98,250,0.0,0,0,0.09030000000000014,0
4.318,243.98,250,0.0,0,0,0.09030000000000014,0
4.332,243.98,250,0.0,0,0,0.09030000000000014,0
4.352,243.98,250,0.0,0,0,0.09030000000000014,0
4.37,243.98,250,0.0,0,0,0.09030000000000014,0
4.39,243.98,250,0.0,0,0,0.09030000000000014,0
4.415,243.98,250,0.0,0,0,0.09030000000000014,0
4.435,243.98,250,0.0,0,0,0.09030000000000014,0
4.45,243.98,250,0.0,0,0,0.09030000000000014,0
4.464,243.98,250,0.0,0,0,0.09030000000000014,0
4.487,243.98,250,0.0,0,0,0.09030000000000014,0
4.495,243.98,250,0.0,0,0,0.09030000000000014,0
4.519,243.98,250,0.0,0,0,0.09030000000000014,0
4.536,243.98,250,0.0,0,0,0.09030000000000014,0
4.55,243.98,250,0.0,0,0,0.09030000000000014,0
4.572,243.98,250,0.0,0,0,0.09030000000000014,0
4.588,243.98,250,0.0,0,0,0.09030000000000014,0
4.606,243.98,250,0.0,0,0,0.09030000000000014,0
4.629,243.98,250,0.0,0,0,0.09030000000000014,0
4.651,243.98,250,0.0,0,0,0.09030000000000014,0
4.67,243.98,250,0.0,0,0,0.09030000000000014,0
4.689,243.98,250,0.0,0,0,0.09030000000000014,0
4.717,243.98,250,0.0,0,0,0.09030000000000014,0
4.73,243.98,250,0.0,0,0,0.09030000000000014,0
4.743,243.98,250,0.0,0,0,0.09030000000000014,0
4.763,243.98,250,0.0,0,0,0.09030000000000014,0
4.785,243.98,250,0.0,0,0,0.09030000000000014,0
4.799,243.98,250,0.0,0,0,0.09030000000000014,0
4.81,243.98,250,0.0,0,0,0.09030000000000014,0
4.821,243.98,250,0.0,0,0,0.09030000000000014,0
4.837,243.98,250,0.0,0,0,0.09030000000000014,0
4.851,243.98,250,0.0,0,0,0.09030000000000014,0
4.862,243.98,250,0.0,0,0,0.09030000000000014,0
4.874,243.98,250,0.0,0,0,0.09030000000000014,0
4.89,243.98,250,0.0,0,0,0.09030000000000014,0
4.902,243.98,250,0.0,0,0,0.09030000000000014,0
4.913,243.98,250,0.0,0,0,0.09030000000000014,0
4.923,243.98,250,0.0,0,0,0.09030000000000014,0
4.935,243.98,250,0.0,0,0,0.09030000000000014,0
4.947,243.98,250,0.0,0,0,0.09030000000000014,0
4.958,243.98,250,0.0,0,0,0.09030000000000014,0
4.975,243.98,250,0.0,0,0,0.09030000000000014,0
4.989,243.98,250,0.0,0,0,0.09030000000000014,0
5.001,243.98,250,0.0,0,0,0.09030000000000014,0
5.013,243.98,250,0.0,0,0,0.09030000000000014,0
5.023,243.98,250,0.0,0,0,0.09030000000000014,0
5.037,243.98,250,0.0,0,0,0.09030000000000014,0
5.049,243.98,250,0.0,0,0,0.09030000000000014,0
5.057,243.98,250,0.0,0,0,0.09030000000000014,0
5.069,243.98,250,0.0,0,0,0.09030000000000014,0
5.081,243.98,250,0.0,0,0,0.09030000000000014,0
5.091,243.98,250,0.0,0,0,0.09030000000000014,0
5.104,243.98,250,0.0,0,0,0.09030000000000014,0
5.12,243.98,250,0.0,0,0,0.09030000000000014,0
5.131,243.98,250,0.0,0,0,0.09030000000000014,0
5.143,243.98,250,0.0,0,0,0.09030000000000014,0
5.155,243.98,250,0.0,0,0,0.09030000000000014,0
5.168,243.98,250,0.0,0,0,0.09030000000000014,0
5.185,243.98,250,0.0,0,0,0.09030000000000014,0
5.196,243.98,250,0.0,0,0,0.09030000000000014,0
5.207,243.98,250,0.0,0,0,0.09030000000000014,0
5.217,243.98,250,0.0,0,0,0.09030000000000014,0
5.231,243.98,250,0.0,0,0,0.09030000000000014,0
5.244,243.98,250,0.0,0,0,0.09030000000000014,0
5.263,243.98,250,0.0,0,0,0.09030000000000014,0
5.276,243.98,250,0.0,0,0,0.09030000000000014,0
5.291,243.98,250,0.0,0,0,0.09030000000000014,0
5.304,243.98,250,0.0,0,0,0.09030000000000014,0
5.328,243.98,250,0.0,0,0,0.09030000000000014,0
5.34,243.98,250,0.0,0,0,0.09030000000000014,0
5.353,243.98,250,0.0,0,0,0.09030000000000014,0
5.365,243.98,250,0.0,0,0,0.09030000000000014,0
5.378,243.98,250,0.0,0,0,0.09030000000000014,0
5.391,243.98,250,0.0,0,0,0.09030000000000014,0
5.406,243.98,250,0.0,0,0,0.09030000000000014,0
5.418,243.98,250,0.0,0,0,0.09030000000000014,0
5.426,243.98,250,0.0,0,0,0.09030000000000014,0
5.434,243.98,250,0.0,0,0,0.09030000000000014,0
5.443,243.98,250,0.0,0,0,0.09030000000000014,0
5.457,243.98,250,0.0,0,0,0.09030000000000014,0
5.472,243.98,250,0.0,0,0,0.09030000000000014,0
5.483,243.98,250,0.0,0,0,0.09030000000000014,0
5.506,243.98,250,0.0,0,0,0.09030000000000014,0
5.519,243.98,250,0.0,0,0,0.09030000000000014,0
5.533,243.98,250,0.0,0,0,0.09030000000000014,0
5.554,243.98,250,0.0,0,0,0.09030000000000014,0
5.57,243.98,250,0.0,0,0,0.09030000000000014,0
5.587,243.98,250,0.0,0,0,0.09030000000000014,0
5.609,243.98,250,0.0,0,0,0.09030000000000014,0
5.622,243.98,250,0.0,0,0,0.09030000000000014,0
5.645,243.98,250,0.0,0,0,0.09030000000000014,0
5.662,243.98,250,0.0,0,0,0.09030000000000014,0
5.678,243.98,250,0.0,0,0,0.09030000000000014,0
5.696,243.98,250,0.0,0,0,0.09030000000000014,0
5.712,243.98,250,0.0,0,0,0.09030000000000014,0
5.726,243.98,250,0.0,0,0,0.09030000000000014,0
5.745,243.98,250,0.0,0,0,0.09030000000000014,0
5.765,243.98,250,0.0,0,0,0.09030000000000014,0
5.794,243.98,250,0.0,0,0,0.09030000000000014,0
5.813,243.98,250,0.0,0,0,0.09030000000000014,0
5.825,243.98,250,0.0,0,0,0.09030000000000014,0
5.845,243.98,250,0.0,0,0,0.09030000000000014,0
5.856,243.98,250,0.0,0,0,0.09030000000000014,0
5.869,243.98,250,0.0,0,0,0.09030000000000014,0
5.889,243.98,250,0.0,0,0,0.09030000000000014,0
5.907,243.98,250,0.0,0,0,0.09030000000000014,0
5.928,243.98,250,0.0,0,0,0.09030000000000014,0
5.942,243.98,250,0.0,0,0,0.09030000000000014,0
5.957,243.98,250,0.0,0,0,0.09030000000000014,0
5.971,243.98,250,0.0,0,0,0.09030000000000014,0
5.991,243.98,250,0.0,0,0,0.09030000000000014,0
6.007,243.98,250,0.0,0,0,0.09030000000000014,0
6.022,243.98,250,0.0,0,0,0.09030000000000014,0
6.038,243.98,250,0.0,0,0,0.09030000000000014,0
6.053,243.98,250,0.0,0,0,0.09030000000000014,0
6.07,243.98,250,0.0,0,0,0.09030000000000014,0
6.086,243.98,250,0.0,0,0,0.09030000000000014,0
6.098,243.98,250,0.0,0,0,0.09030000000000014,0
6.115,243.98,250,0.0,0,0,0.09030000000000014,0
6.13,243.98,250,0.0,0,0,0.09030000000000014,0
6.148,243.98,250,0.0,0,0,0.09030000000000014,0
6.162,243.98,250,0.0,0,0,0.09030000000000014,0
6.174,243.98,250,0.0,0,0,0.09030000000000014,0
6.188,243.98,250,0.0,0,0,0.09030000000000014,0
6.205,243.98,250,0.0,0,0,0.09030000000000014,0
6.221,243.98,250,0.0,0,0,0.09030000000000014,0
6.235,243.98,250,0.0,0,0,0.09030000000000014,0
6.25,243.98,250,0.0,0,0,0.09030000000000014,0
6.269,243.98,250,0.0,0,0,0.09030000000000014,0
6.277,243.98,250,0.0,0,0,0.09030000000000014,0
6.295,243.98,250,0.0,0,0,0.09030000000000014,0
6.309,243.98,250,0.0,0,0,0.09030000000000014,0
6.327,243.98,250,0.0,0,0,0.09030000000000014,0
6.353,243.98,250,0.0,0,0,0.09030000000000014,0
6.371,243.98,250,0.0,0,0,0.09030000000000014,0
6.39,243.98,250,0.0,0,0,0.09030000000000014,0
6.405,243.98,250,0.0,0,0,0.09030000000000014,0
6.413,243.98,250,0.0,0,0,0.09030000000000014,0
6.427,243.98,250,0.0,0,0,0.09030000000000014,0
6.438,243.98,250,0.0,0,0,0.09030000000000014,0
6.45,243.98,250,0.0,0,0,0.09030000000000014,0
6.463,243.98,250,0.0,0,0,0.09030000000000014,0
6.481,243.98,250,0.0,0,0,0.09030000000000014,0
6.497,243.98,250,0.0,0,0,0.09030000000000014,0
6.513,243.98,250,0.0,0,0,0.09030000000000014,0
6.523,243.98,250,0.0,0,0,0.09030000000000014,0
6.534,243.98,250,0.0,0,0,0.09030000000000014,0
6.549,243.98,250,0.0,0,0,0.09030000000000014,0
6.556,243.98,250,0.0,0,0,0.09030000000000014,0
6.574,243.98,250,0.0,0,0,0.09030000000000014,0
6.589,243.98,250,0.0,0,0,0.09030000000000014,0
6.606,243.98,250,0.0,0,0,0.09030000000000014,0
6.614,243.98,250,0.0,0,0,0.09030000000000014,0
6.622,243.98,250,0.0,0,0,0.09030000000000014,0
6.632,243.98,250,0.0,0,0,0.09030000000000014,0
6.646,243.98,250,0.0,0,0,0.09030000000000014,0
6.663,243.98,250,0.0,0,0,0.09030000000000014,0
6.677,243.98,250,0.0,0,0,0.09030000000000014,0
6.69,243.98,250,0.0,0,0,0.09030000000000014,0
6.705,243.98,250,0.0,0,0,0.09030000000000014,0
6.721,243.98,250,0.0,0,0,0.09030000000000014,0
6.735,243.98,250,0.0,0,0,0.09030000000000014,0
6.754,243.98,250,0.0,0,0,0.09030000000000014,0
6.769,243.98,250,0.0,0,0,0.09030000000000014,0
6.781,243.98,250,0.0,0,0,0.09030000000000014,0
6.791,243.98,250,0.0,0,0,0.09030000000000014,0
6.806,243.98,250,0.0,0,0,0.09030000000000014,0
6.822,243.98,250,0.0,0,0,0.09030000000000014,0
6.837,243.98,250,0.0,0,0,0.09030000000000014,0
6.854,243.98,250,0.0,0,0,0.09030000000000014,0
6.873,243.98,250,0.0,0,0,0.09030000000000014,0
6.884,243.98,250,0.0,0,0,0.09030000000000014,0
6.894,243.98,250,0.0,0,0,0.09030000000000014,0
6.906,243.98,250,0.0,0,0,0.09030000000000014,0
6.918,243.98,250,0.0,0,0,0.09030000000000014,0
6.925,243.98,250,0.0,0,0,0.09030000000000014,0
6.933,243.98,250,0.0,0,0,0.09030000000000014,0
6.941,243.98,250,0.0,0,0,0.09030000000000014,0
6.951,243.98,250,0.0,0,0,0.09030000000000014,0
6.964,243.98,250,0.0,0,0,0.09030000000000014,0
6.975,243.98,250,0.0,0,0,0.09030000000000014,0
6.984,243.98,250,0.0,0,0,0.09030000000000014,0
6.999,243.98,250,0.0,0,0,0.09030000000000014,0
7.008,243.98,250,0.0,0,0,0.09030000000000014,0
7.019,243.98,250,0.0,0,0,0.09030000000000014,0
7.028,243.98,250,0.0,0,0,0.09030000000000014,0
7.04,243.98,250,0.0,0,0,0.09030000000000014,0
7.052,243.98,250,0.0,0,0,0.09030000000000014,0
7.063,243.98,250,0.0,0,0,0.09030000000000014,0
7.075,243.98,250,0.0,0,0,0.09030000000000014,0
7.085,243.98,250,0.0,0,0,0.09030000000000014,0
7.097,243.98,250,0.0,0,0,0.09030000000000014,0
7.11,243.98,250,0.0,0,0,0.09030000000000014,0
7.117,243.98,250,0.0,0,0,0.09030000000000014,0
7.125,243.98,250,0.0,0,0,0.09030000000000014,0
7.133,243.98,250,0.0,0,0,0.09030000000000014,0
7.149,243.98,250,0.0,0,0,0.09030000000000014,0
7.172,243.98,250,0.0,0,0,0.09030000000000014,0
7.192,243.98,250,0.0,0,0,0.09030000000000014,0
7.21,243.98,250,0.0,0,0,0.09030000000000014,0
7.23,243.98,250,0.0,0,0,0.09030000000000014,0
7.252,243.98,250,0.0,0,0,0.09030000000000014,0
7.265,243.98,250,0.0,0,0,0.09030000000000014,0
7.279,243.98,250,0.0,0,0,0.09030000000000014,0
7.294,243.98,250,0.0,0,0,0.09030000000000014,0
7.31,243.98,250,0.0,0,0,0.09030000000000014,0
7.318,243.98,250,0.0,0,0,0.09030000000000014,0
7.333,243.98,250,0.0,0,0,0.09030000000000014,0
7.347,243.98,250,0.0,0,0,0.09030000000000014,0
7.363,243.98,250,0.0,0,0,0.09030000000000014,0
7.376,243.98,250,0.0,0,0,0.09030000000000014,0
7.39,243.98,250,0.0,0,0,0.09030000000000014,0
