time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current
2.659,0.0,250,0.0,0,0,0,0
2.667,0.0,250,0.0,0,0,3.75,0
2.676,0.0,250,0.0,0,0,3.75,0
2.684,1.23,250,0.0,0,0,3.75,89
2.699,5.44,250,0.0,0,92,3.73155,82
2.716,12.3,250,0.0,0,147,3.5304,77
2.743,38.84,250,0.0,0,254,3.3449999999999998,63
2.767,72.07,250,0.0,0,325,2.7863999999999995,49
2.788,145.01,250,0.0,0,412,2.1814500000000003,33
2.805,185.8,250,0.0,0,430,0.9568500000000001,15
2.819,240.11,250,0.0,0,434,0.3179999999999997,3
2.833,278.26,250,0.0,0,418,-0.5026500000000003,15
2.845,315.35,250,0.0,0,394,-1.0509,19
2.862,342.94,250,0.0,0,345,-1.5712500000000003,53
2.877,363.86,250,0.0,0,297,-1.9116,61
2.89,393.57,250,0.0,0,197,-2.1534000000000004,62
2.911,406.93,250,0.0,0,136,-2.4490499999999997,61
2.927,415.72,250,0.0,0,67,-2.5579500000000004,58
2.95,417.83,250,0.0,0,-9,-2.5863,56
2.971,410.27,250,0.0,0,-93,-2.5039499999999997,50
2.984,392.69,250,0.0,0,-165,-2.26455,42
2.997,374.23,250,0.0,0,-209,-1.8928499999999997,35
3.011,356.3,250,0.0,0,-233,-1.5499500000000004,25
3.037,337.5,250,0.0,0,-247,-1.245,14
3.06,298.65,250,0.0,0,-258,-0.942,6
3.078,262.08,250,0.0,0,-260,-0.34274999999999967,1
3.099,235.72,250,0.0,0,-255,0.20880000000000026,1
3.122,200.56,250,0.0,0,-239,0.5967,9
3.141,176.48,250,0.0,0,-204,1.1000999999999999,24
3.163,155.03,250,0.0,0,-152,1.4088,31
3.183,140.97,250,0.0,0,-97,1.65255,36
3.204,133.24,250,0.0,0,-34,1.7809499999999998,36
3.226,133.24,250,0.0,0,9,1.8023999999999998,34
3.24,139.57,250,0.0,0,72,1.7378999999999998,31
3.262,153.28,250,0.0,0,121,1.5484499999999999,27
3.28,168.39,250,0.0,0,150,1.2692999999999999,21
3.309,185.8,250,0.0,0,170,0.9991500000000001,15
3.328,210.05,250,0.0,0,181,0.7079999999999997,7
3.343,236.07,250,0.0,0,185,0.3277499999999998,2
3.375,254.35,250,0.0,0,183,-0.06854999999999992,1
3.39,282.83,250,0.0,0,169,-0.33974999999999994,6
3.405,302.34,250,0.0,0,141,-0.7459499999999997,16
3.426,314.29,250,0.0,0,115,-0.9965999999999996,20
3.443,324.31,250,0.0,0,75,-1.1368500000000004,27
3.461,330.11,250,0.0,0,39,-1.22715,28
3.471,331.52,250,0.0,0,11,-1.26015,27
3.487,330.11,250,0.0,0,-13,-1.2392999999999996,26
3.505,325.89,250,0.0,0,-55,-1.18215,23
3.522,319.21,250,0.0,0,-78,-1.0558499999999997,20
3.536,310.07,250,0.0,0,-98,-0.9211499999999997,16
3.551,301.81,250,0.0,0,-110,-0.7540499999999999,12
3.577,292.67,250,0.0,0,-117,-0.61215,8
3.591,271.58,250,0.0,0,-123,-0.46455000000000024,4
3.608,260.85,250,0.0,0,-123,-0.13919999999999977,1
3.623,251.19,250,0.0,0,-122,0.02174999999999966,0
3.65,237.48,250,0.0,0,-114,0.16515000000000002,4
3.669,223.94,250,0.0,0,-94,0.3588000000000001,10
3.688,215.68,250,0.0,0,-80,0.5319,8
3.705,206.19,250,0.0,0,-53,0.6347999999999999,12
3.722,202.14,250,0.0,0,-34,0.73665,16
3.755,200.39,250,0.0,0,-17,0.7689000000000002,15
3.773,201.62,250,0.0,0,9,0.7696500000000002,14
3.786,206.71,250,0.0,0,43,0.7121999999999999,12
3.803,212.34,250,0.0,0,57,0.5848499999999999,11
3.824,217.79,250,0.0,0,65,0.47939999999999994,7
3.839,225.87,250,0.0,0,71,0.38565000000000005,4
3.852,233.61,250,0.0,0,72,0.25544999999999995,1
3.867,239.58,250,0.0,0,72,0.1378499999999998,0
3.884,244.51,250,0.0,0,71,0.0482999999999998,1
3.895,252.24,250,0.0,0,64,-0.024149999999999866,4
3.904,256.64,250,0.0,0,59,-0.12960000000000013,4
3.921,259.45,250,0.0,0,54,-0.18809999999999977,6
3.936,264.19,250,0.0,0,47,-0.22274999999999984,4
3.952,267.53,250,0.0,0,39,-0.28335,6
3.977,270.87,250,0.0,0,28,-0.32144999999999957,7
3.993,273.33,250,0.0,0,13,-0.35505000000000003,7
4.01,273.69,250,0.0,0,7,-0.3694499999999998,6
4.035,273.16,250,0.0,0,-3,-0.36584999999999995,6
4.043,270.87,250,0.0,0,-17,-0.34290000000000037,6
4.059,269.82,250,0.0,0,-20,-0.28755000000000003,5
4.078,268.59,250,0.0,0,-23,-0.26729999999999987,4
4.096,264.72,250,0.0,0,-27,-0.2443499999999996,3
4.117,261.73,250,0.0,0,-29,-0.1803000000000004,3
4.133,257.34,250,0.0,0,-31,-0.13245000000000026,2
4.141,254.35,250,0.0,0,-30,-0.06359999999999962,0
4.158,252.94,250,0.0,0,-30,-0.02024999999999992,1
4.179,250.66,250,0.0,0,-26,0.0009000000000000327,2
4.196,248.2,250,0.0,0,-21,0.02910000000000005,1
4.22,245.74,250,0.0,0,-16,0.05850000000000017,1
4.238,244.33,250,0.0,0,-12,0.08789999999999987,0
4.249,243.28,250,0.0,0,-8,0.10304999999999981,0
4.258,242.92,250,0.0,0,-6,0.11279999999999997,0
4.285,242.75,250,0.0,0,-5,0.11520000000000019,0
4.308,242.57,250,0.0,0,-4,0.11624999999999999,0
4.325,242.57,250,0.0,0,-2,0.11745000000000011,0
4.355,242.57,250,0.0,0,-1,0.11445000000000011,0
4.38,242.57,250,0.0,0,-1,0.1129500000000001,0
4.397,242.57,250,0.0,0,0,0.1129500000000001,0
4.417,242.57,250,0.0,0,0,0.1114500000000001,0
4.438,242.57,250,0.0,0,0,0.1114500000000001,0
4.459,242.57,250,0.0,0,0,0.1114500000000001,0
4.476,242.57,250,0.0,0,0,0.1114500000000001,0
4.498,242.57,250,0.0,0,0,0.1114500000000001,0
4.506,242.57,250,0.0,0,0,0.1114500000000001,0
4.523,242.57,250,0.0,0,0,0.1114500000000001,0
4.545,242.57,250,0.0,0,0,0.1114500000000001,0
4.561,242.57,250,0.0,0,0,0.1114500000000001,0
4.583,242.57,250,0.0,0,0,0.1114500000000001,0
4.608,242.57,250,0.0,0,0,0.1114500000000001,0
4.624,242.57,250,0.0,0,0,0.1114500000000001,0
4.643,242.57,250,0.0,0,0,0.1114500000000001,0
4.666,242.57,250,0.0,0,0,0.1114500000000001,0
4.685,242.57,250,0.0,0,0,0.1114500000000001,0
4.699,242.57,250,0.0,0,0,0.1114500000000001,0
4.713,242.57,250,0.0,0,0,0.1114500000000001,0
4.735,242.75,250,0.0,0,0,0.1114500000000001,1
4.757,244.68,250,0.0,0,15,0.10875,1
4.777,246.79,250,0.0,0,21,0.0572999999999999,2
4.801,249.78,250,0.0,0,28,0.016650000000000116,2
4.821,254.53,250,0.0,0,51,-0.03870000000000002,4
4.835,265.25,250,0.0,0,86,-0.14445000000000002,11
4.853,275.62,250,0.0,0,120,-0.35775,14
4.874,289.16,250,0.0,0,156,-0.5643,18
4.883,310.95,250,0.0,0,116,-0.8214000000000004,20
4.898,314.64,250,0.0,0,106,-1.0882499999999997,25
4.912,319.39,250,0.0,0,87,-1.1285999999999998,30
4.927,326.95,250,0.0,0,32,-1.17135,29
4.943,328.0,250,0.0,0,17,-1.2022499999999998,27
4.966,327.3,250,0.0,0,-10,-1.1955,25
4.977,320.27,250,0.0,0,-63,-1.1445000000000003,21
4.994,314.82,250,0.0,0,-78,-0.9595499999999997,19
5.007,311.13,250,0.0,0,-87,-0.8552999999999998,16
5.018,298.65,250,0.0,0,-103,-0.7864499999999999,10
5.032,290.03,250,0.0,0,-110,-0.5752499999999997,7
5.051,283.35,250,0.0,0,-112,-0.43544999999999956,5
5.069,268.06,250,0.0,0,-113,-0.33225000000000027,1
5.082,259.62,250,0.0,0,-111,-0.10140000000000002,0
5.096,249.78,250,0.0,0,-108,0.022199999999999942,1
5.112,241.52,250,0.0,0,-104,0.16529999999999997,4
5.127,229.92,250,0.0,0,-85,0.28319999999999984,9
5.144,223.41,250,0.0,0,-75,0.4287000000000002,7
5.163,217.79,250,0.0,0,-61,0.5113500000000001,11
5.191,212.51,250,0.0,0,-40,0.5746500000000001,13
5.212,208.82,250,0.0,0,-15,0.6223500000000002,11
5.23,209.17,250,0.0,0,7,0.6402,10
5.251,211.28,250,0.0,0,21,0.6019500000000002,10
5.259,216.91,250,0.0,0,41,0.5493,9
5.276,218.67,250,0.0,0,45,0.43485,8
5.291,221.3,250,0.0,0,49,0.40245000000000014,6
