time,motor_angle,motor_setpoint,pendulum_angle,pendulum_setpoint,rpm,voltage,current,x_real,"x_est_0, x_est_1, x_est_2",u
3.651,0.0,0,0.0,0,0,0.0,0,,,
3.664,0.0,0,0.0,0,0,0.0,0,,,
3.679,0.0,0,0.0,0,0,0.0,0,,,
3.688,0.0,0,0.0,0,0,0.0,0,,,
3.694,0.0,0,0.0,0,0,0.0,0,,,
3.709,0.0,0,0.0,0,0,0.0,0,,,
3.722,0.0,0,0.0,0,0,0.0,0,,,
3.731,0.0,0,0.0,0,0,0.0,0,,,
3.738,0.0,0,0.0,0,0,0.0,0,,,
3.742,0.0,0,0.0,0,0,0.0,0,,,
3.746,0.0,0,0.0,0,0,0.0,0,,,
3.75,0.0,0,0.0,0,0,0.0,0,,,
3.754,0.0,0,0.0,0,0,0.0,0,,,
3.765,0.0,0,0.0,0,0,0.0,0,,,
3.773,0.0,0,0.0,0,0,0.0,0,,,
3.785,0.0,0,0.0,0,0,0.0,0,,,
3.795,0.0,0,0.0,0,0,0.0,0,,,
3.808,0.0,0,0.0,0,0,0.0,0,,,
3.82,0.0,0,0.0,0,0,0.0,0,,,
3.832,0.0,0,0.0,0,0,0.0,0,,,
3.84,0.0,0,0.0,0,0,0.0,0,,,
3.855,0.0,0,0.0,0,0,0.0,0,,,
3.868,0.0,0,0.0,0,0,0.0,0,,,
3.878,0.0,0,0.0,0,0,0.0,0,,,
3.891,0.0,0,0.0,0,0,0.0,0,,,
3.897,0.0,0,0.0,0,0,0.0,0,,,
3.908,0.0,0,0.0,0,0,0.0,0,,,
3.918,0.0,0,0.0,0,0,0.0,0,,,
3.928,0.0,0,0.0,0,0,0.0,0,,,
3.943,0.0,0,0.0,0,0,0.0,0,,,
3.955,0.0,0,0.0,0,0,0.0,0,,,
3.966,0.0,0,0.0,0,0,0.0,0,,,
3.984,0.0,0,0.0,0,0,0.0,0,,,
3.995,0.0,0,0.0,0,0,0.0,0,,,
4.006,0.0,0,0.0,0,0,0.0,0,,,
4.015,0.0,0,0.0,0,0,0.0,0,,,
4.029,0.0,0,0.0,0,0,0.0,0,,,
4.036,0.0,0,0.0,0,0,0.0,0,,,
4.04,0.0,0,0.0,0,0,0.0,0,,,
4.052,0.0,0,0.0,0,0,0.0,0,,,
4.062,0.0,0,0.0,0,0,0.0,0,,,
4.074,0.0,0,0.0,0,0,0.0,0,,,
4.087,0.0,0,0.0,0,0,0.0,0,,,
4.103,0.0,0,0.0,0,0,0.0,0,,,
4.117,0.0,0,0.0,0,0,0.0,0,,,
4.128,0.0,0,0.0,0,0,0.0,0,,,
4.139,0.0,0,0.0,0,0,0.0,0,,,
4.151,0.0,0,0.0,0,0,0.0,0,,,
4.16,0.0,0,0.0,0,0,0.0,0,,,
4.171,0.0,0,0.0,0,0,0.0,0,,,
4.175,0.0,0,0.0,0,0,0.0,0,,,
4.18,0.0,0,0.0,0,0,0.0,0,,,
4.184,0.0,0,0.0,0,0,0.0,0,,,
4.193,0.0,0,0.0,0,0,0.0,0,,,
4.205,0.0,0,0.0,0,0,0.0,0,,,
4.218,0.0,0,0.0,0,0,0.0,0,,,
4.23,0.0,0,0.0,0,0,0.0,0,,,
4.246,0.0,0,0.0,0,0,0.0,0,,,
4.261,0.0,0,0.0,0,0,0.0,0,,,
4.27,0.0,0,0.0,0,0,0.0,0,,,
4.287,0.0,0,0.0,0,0,0.0,0,,,
4.303,0.0,0,0.0,0,0,0.0,0,,,
4.311,0.0,0,0.0,0,0,0.0,0,,,
4.318,0.0,0,0.0,0,0,0.0,0,,,
4.323,0.0,0,0.0,0,0,0.0,0,,,
4.327,0.0,0,0.0,0,0,0.0,0,,,
4.338,0.0,0,0.0,0,0,0.0,0,,,
4.35,0.0,0,0.0,0,0,0.0,0,,,
4.363,0.0,0,0.0,0,0,0.0,0,,,
4.373,0.0,0,0.0,0,0,0.0,0,,,
4.385,0.0,0,0.0,0,0,0.0,0,,,
4.4,0.0,0,0.0,0,0,0.0,0,,,
4.413,0.0,0,0.0,0,0,0.0,0,,,
4.423,0.0,0,0.0,0,0,0.0,0,,,
4.436,0.0,0,0.0,0,0,0.0,0,,,
4.453,0.0,0,0.0,0,0,0.0,0,,,
4.462,0.0,0,0.0,0,0,0.0,0,,,
4.473,0.0,0,0.0,0,0,0.0,0,,,
4.484,0.0,0,0.0,0,0,0.0,0,,,
4.492,0.0,0,0.0,0,0,0.0,0,,,
4.507,0.0,0,0.0,0,0,0.0,0,,,
4.52,0.0,0,0.0,0,0,0.0,0,,,
4.53,0.0,0,0.0,0,0,0.0,0,,,
4.538,0.0,0,0.0,0,0,0.0,0,,,
4.545,0.0,0,0.0,0,0,0.0,0,,,
4.554,0.0,0,0.0,0,0,0.0,0,,,
4.562,0.0,0,0.0,0,0,0.0,0,,,
4.571,0.0,0,0.0,0,0,0.0,0,,,
4.581,0.0,0,0.0,0,0,0.0,0,,,
4.59,0.0,0,0.0,0,0,0.0,0,,,
4.605,0.0,0,0.0,0,0,0.0,0,,,
4.612,0.0,0,0.0,0,0,0.0,0,,,
4.623,0.0,0,0.0,0,0,0.0,0,,,
4.632,0.0,0,0.0,0,0,0.0,0,,,
4.647,0.0,0,0.0,0,0,0.0,0,,,
4.663,0.0,0,0.0,0,0,0.0,0,,,
4.676,0.0,0,0.0,0,0,0.0,0,,,
4.69,0.0,0,0.0,0,0,0.0,0,,,
4.7,0.0,0,0.0,0,0,0.0,0,,,
4.714,0.0,0,0.0,0,0,0.0,0,,,
4.729,0.0,0,0.0,0,0,0.0,0,,,
4.746,0.0,0,0.0,0,0,0.0,0,,,
4.758,0.0,0,0.0,0,0,0.0,0,,,
4.766,0.0,0,0.0,0,0,0.0,0,,,
4.777,0.0,0,0.0,0,0,0.0,0,,,
4.787,0.0,0,0.0,0,0,0.0,0,,,
4.794,0.0,0,0.0,0,0,0.0,0,,,
4.809,0.0,0,0.0,0,0,0.0,0,,,
4.822,0.0,0,0.0,0,0,0.0,0,,,
4.835,0.0,0,0.0,0,0,0.0,0,,,
4.844,0.0,0,0.0,0,0,0.0,0,,,
4.854,0.0,0,0.0,0,0,0.0,0,,,
4.866,0.0,0,0.0,0,0,0.0,0,,,
4.875,0.0,0,0.0,0,0,0.0,0,,,
4.887,0.0,0,0.0,0,0,0.0,0,,,
4.899,0.0,0,0.0,0,0,0.0,0,,,
4.91,0.0,0,0.0,0,0,0.0,0,,,
4.919,0.0,0,0.0,0,0,0.0,0,,,
4.927,0.0,0,0.0,0,0,0.0,0,,,
4.934,0.0,0,0.0,0,0,0.0,0,,,
4.938,0.0,0,0.0,0,0,0.0,0,,,
4.949,0.0,0,0.0,0,0,0.0,0,,,
4.958,0.0,0,0.0,0,0,0.0,0,,,
4.971,0.0,0,0.0,0,0,0.0,0,,,
4.982,0.0,0,0.0,0,0,0.0,0,,,
4.992,0.0,0,0.0,0,0,0.0,0,,,
5.007,0.0,0,0.0,0,0,0.0,0,,,
5.024,0.0,0,0.0,0,0,0.0,0,,,
5.037,0.0,0,0.0,0,0,0.0,0,,,
5.048,0.0,0,0.0,0,0,0.0,0,,,
5.061,0.0,0,0.0,0,0,0.0,0,,,
5.071,0.0,0,0.0,0,0,0.0,0,,,
5.09,0.0,0,0.0,0,0,0.0,0,,,
5.106,0.0,0,0.0,0,0,0.0,0,,,
5.119,0.0,0,0.0,0,0,0.0,0,,,
5.133,0.0,0,0.0,0,0,0.0,0,,,
5.143,0.0,0,0.0,0,0,0.0,0,,,
5.151,0.0,0,0.0,0,0,0.0,0,,,
5.155,0.0,0,0.0,0,0,0.0,0,,,
5.159,0.0,0,0.0,0,0,0.0,0,,,
5.163,0.0,0,0.0,0,0,0.0,0,,,
5.175,0.0,0,0.0,0,0,0.0,0,,,
5.183,0.0,0,0.0,0,0,0.0,0,,,
5.196,0.0,0,0.0,0,0,0.0,0,,,
5.206,0.0,0,0.0,0,0,0.0,0,,,
5.223,0.0,0,0.0,0,0,0.0,0,,,
5.235,0.0,0,0.0,0,0,0.0,0,,,
5.25,0.0,0,0.0,0,0,0.0,0,,,
5.262,0.0,0,0.0,0,0,0.0,0,,,
5.274,0.0,0,0.0,0,0,0.0,0,,,
5.29,0.0,0,0.0,0,0,0.0,0,,,
5.3,0.0,0,0.0,0,0,0.0,0,,,
5.306,0.0,0,0.0,0,0,0.0,0,,,
5.32,0.0,0,0.0,0,0,0.0,0,,,
5.337,0.0,0,0.0,0,0,0.0,0,,,
5.347,0.0,0,0.0,0,0,0.0,0,,,
5.362,0.0,0,0.0,0,0,0.0,0,,,
5.374,0.0,0,0.0,0,0,0.0,0,,,
5.385,0.0,0,0.0,0,0,0.0,0,,,
5.4,0.0,0,0.0,0,0,0.0,0,,,
5.421,0.0,0,0.0,0,0,0.0,0,,,
5.435,0.0,0,0.0,0,0,0.0,0,,,
5.445,0.0,0,0.0,0,0,0.0,0,,,
5.456,0.0,0,0.0,0,0,0.0,0,,,
5.472,0.0,0,0.0,0,0,0.0,0,,,
5.483,0.0,0,0.0,0,0,0.0,0,,,
5.491,0.0,0,0.0,0,0,0.0,0,,,
5.495,0.0,0,0.0,0,0,0.0,0,,,
5.513,0.0,0,0.0,0,0,0.0,0,,,
5.529,0.0,0,0.0,0,0,0.0,0,,,
5.542,0.0,0,0.0,0,0,0.0,0,,,
5.556,0.0,0,0.0,0,0,0.0,0,,,
5.57,0.0,0,0.0,0,0,0.0,0,,,
5.582,0.0,0,0.0,0,0,0.0,0,,,
5.598,0.0,0,0.0,0,0,0.0,0,,,
5.613,0.0,0,0.0,0,0,0.0,0,,,
5.621,0.0,0,0.0,0,0,0.0,0,,,
5.626,0.0,0,0.0,0,0,0.0,0,,,
5.63,0.0,0,0.0,0,0,0.0,0,,,
5.634,0.0,0,0.0,0,0,0.0,0,,,
5.638,0.0,0,0.0,0,0,0.0,0,,,
5.649,0.0,0,0.0,0,0,0.0,0,,,
5.661,0.0,0,0.0,0,0,0.0,0,,,
5.675,0.0,0,0.0,0,0,0.0,0,,,
5.687,0.0,0,0.0,0,0,0.0,0,,,
5.697,0.0,0,0.0,0,0,0.0,0,,,
5.71,0.0,0,0.0,0,0,0.0,0,,,
5.722,-0.17,0,0.0,0,0,0.0,0,,,
5.734,-0.87,0,0.0,0,-6,-3.2884302753395604,0,,,
5.745,-0.87,0,0.0,0,-6,24,1,,,
5.763,-2.2800000000000002,0,0.0,0,-34,-24,78,,,
5.769,14.58,0,0.0,0,363,24,377,,,
5.773,20.91,0,0.0,0,48,-24,425,,,
5.777,29.53,0,0.0,0,468,24,364,,,
5.781,31.81,0,0.0,0,-105,-24,401,,,
5.791,31.64,0,0.0,0,154,24,399,,,
5.805,32.16,0,0.0,0,-38,-24,413,,,
5.812,47.63,0,0.0,0,299,24,385,,,
5.824,47.46,0,0.0,0,-22,-24,418,,,
5.841,61.87,0,0.0,0,468,24,366,,,
5.855,28.12,0,0.0,0,-272,-24,389,,,
5.872,25.83,0,0.0,0,-137,24,438,,,
5.888,-8.08,0,0.0,0,-519,-24,360,,,
5.901,57.65,0,0.0,0,1089,24,294,,,
5.913,92.46,0,0.0,0,235,-24,419,,,
5.931,108.28,0,0.0,0,310,24,375,,,
5.944,111.44,0,0.0,0,-175,-24,403,,,
5.954,126.56,0,0.0,0,113,24,403,,,
5.976,109.16,0,0.0,0,-187,-24,406,,,
5.996,153.98,0,0.0,0,222,24,397,,,
6.015,60.64,0,0.0,0,-1296,-24,262,,,
6.029,49.74,0,0.0,0,613,24,349,,,
6.048,-29.88,0,0.0,0,-1515,-24,242,,,
6.067,-56.07,0,0.0,0,739,24,324,,,
6.078,-61.52,0,0.0,0,-441,-24,377,,,
6.092,-62.92,0,0.0,0,24,24,415,,,
6.11,-87.89,0,0.0,0,-156,-24,404,,,
6.127,-67.5,0,0.0,0,109,24,416,,,
6.142,-140.62,0,0.0,0,-910,-24,316,,,
6.155,-180.17,0,0.0,0,122,24,409,,,
6.171,-200.21,0,0.0,0,-420,-24,378,,,
6.19,-201.44,0,0.0,0,31,24,415,,,
6.211,-231.5,0,0.0,0,-195,-24,398,,,
6.228,-220.07,0,0.0,0,-38,24,424,,,
6.244,-242.22,0,0.0,0,-57,-24,408,,,
6.252,-237.3,0,0.0,0,85,24,403,,,
6.256,-256.11,0,0.0,0,-83,-24,412,,,
6.272,-246.44,0,0.0,0,583,24,349,,,
6.291,-244.68,0,0.0,0,-411,-24,403,,,
6.302,-242.92,0,0.0,0,304,24,385,,,
6.318,-244.68,0,0.0,0,-210,-24,432,,,
6.33,-234.84,0,0.0,0,128,24,401,,,
6.343,-254.35,0,0.0,0,-115,-24,409,,,
6.357,-231.5,0,0.0,0,71,24,411,,,
6.374,-266.13,0,0.0,0,-421,-24,374,,,
6.388,-208.12,0,0.0,0,811,24,323,,,
6.396,-198.98,0,0.0,0,-492,-24,359,,,
6.4,-210.05,0,0.0,0,-161,24,443,,,
6.412,-226.23,0,0.0,0,-770,-24,335,,,
6.427,-235.89,0,0.0,0,-163,24,428,,,
6.439,-286.52,0,0.0,0,-696,-24,341,,,
6.449,-316.4,0,0.0,0,-323,24,458,,,
6.466,-360.35,0,0.0,0,-576,-24,352,,,
6.484,-380.56,0,0.0,0,-152,24,436,,,
6.492,-410.27,0,0.0,0,-443,-24,367,,,
6.507,-385.48,0,0.0,0,51,24,415,,,
6.523,-416.42,0,0.0,0,-480,-24,362,,,
6.536,-353.67,0,0.0,0,951,24,304,,,
6.553,-364.39,0,0.0,0,-1127,-24,305,,,
6.57,-383.9,0,0.0,0,616,24,357,,,
6.587,-422.92,0,0.0,0,-602,-24,354,,,
6.602,-434.0,0,0.0,0,-251,24,448,,,
6.618,-503.96000000000004,0,0.0,0,-561,-24,355,,,
6.631,-528.75,0,0.0,0,-323,24,458,,,
6.64,-579.72,0,0.0,0,-512,-24,361,,,
6.649,-582.53,0,0.0,0,-217,24,447,,,
6.655,-627.01,0,0.0,0,-990,-24,312,,,
6.667,-626.3,0,0.0,0,835,24,334,,,
6.674,-641.95,0,0.0,0,-986,-24,302,,,
6.678,-645.8199999999999,0,0.0,0,361,24,375,,,
6.683,-662.69,0,0.0,0,-835,-24,321,,,
6.693,-671.6600000000001,0,0.0,0,94,24,413,,,
6.702,-674.47,0,0.0,0,-331,-24,381,,,
6.714,-680.44,0,0.0,0,50,24,416,,,
6.724,-692.9200000000001,0,0.0,0,-211,-24,397,,,
6.734,-684.31,0,0.0,0,64,24,445,,,
6.748,-702.77,0,0.0,0,-243,-24,394,,,
6.762,-676.9300000000001,0,0.0,0,132,24,404,,,
6.771,-708.39,0,0.0,0,-305,-24,387,,,
6.778,-651.62,0,0.0,0,746,24,329,,,
6.791,-633.3299999999999,0,0.0,0,115,-24,427,,,
6.806,-579.19,0,0.0,0,828,24,326,,,
6.82,-598.1800000000001,0,0.0,0,-1303,-24,269,,,
